id,tokens,ner_tags
 11,"['waqefien', ""ta'"", 'ħlas', ""ta'"", 'bonus', 'lil', 'familja', '.']","[5, 5, 5, 5, 5, 5, 5, 5]"
 12,"['ma', 'jibqax', 'jitħallas', 'bonus', 'lil', 'familja', ""f'"", 'dak', 'l-', 'istess', 'jum', 'li', 'xi', 'waħda', 'mill-', 'allowances', 'li', 'jitħallsu', 'taħt', 'u', 'skond', 'id-', 'disposizzjonijiet', ""ta'"", 'l-', 'artikoli', '81', 'sa', '88', ""ta'"", 'l-', 'att', 'ma', 'tibqax', 'titħallas', 'iktar', ';', 'u', 'għal', 'dan', 'il-', 'għan', 'id-', 'disposizzjonijiet', ""ta'"", 'l-', 'artikolu', '99', '(', '3', ')', ""ta'"", 'l-', 'imsemmi', 'att', 'għandhom', 'japplikaw', 'bl-', 'istess', 'mod', 'kif', 'jistgħu', 'japplikaw', 'dwar', 'xi', 'waħda', 'mill-', 'allowances', 'li', 'titħallas', 'skond', 'id-', 'disposizzjonijiet', ""ta'"", 'l-', 'imsemmija', 'artikoli', '81', 'sa', '88', 'għar-', 'rigward', ""ta'"", 'l-', 'istess', 'benefiċjarju', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 13,"['ħadd', 'ma', ""weġġa'"", ""f'"", 'dan', 'l-', 'inċident', '.']","[5, 5, 5, 5, 5, 5, 5, 5]"
 14,"['il-', 'maġistrat', 'tal-', 'għassa', 'dr', 'doreen', 'clarke', 'fetħet', 'inkjesta', 'dwar', 'dan', 'il-', 'każ', '.']","[5, 5, 5, 5, 5, 8, 3, 5, 5, 5, 5, 5, 5, 5]"
 15,"['il-', 'grtu', 'qalet', 'li', 'qatt', 'u', 'qatt', 'ma', 'kienet', 'fil-', 'ħsieb', ""ta'"", 'min', 'fassal', 'il-', 'proġett', 'tas-', 'cva', ',', 'li', 'spazji', ""ta'"", 'parkeġġ', 'fiż-', 'żoni', 'l-', 'aktar', 'imsportanti', 'tal-', 'gvern', 'jintużaw', 'għall-', 'ipparkjar', 'tal-', 'vannijiet', 'tal-', 'monti', ""b'"", 'xejn', '.']","[5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 16,"['għalhekk', 'sostniet', 'mill-', 'ġdid', 'li', 'min', 'approva', 'ħaġa', 'bħal', 'din', ',', 'għamel', 'pulċinellata', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 17,"['mhux', 'lakemm', 'tfiehem', 'lil', 'min', 'ikun', 'qed', 'isofri', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
 18,"['dan', 'il-', 'ġurnal', 'jappella', 'mill-', 'qalb', 'lil', 'kull', 'min', 'hu', 'konċernat', 'minn', 'każi', 'bħal', 'dawn', 'biex', 'jara', 'li', 'l-', 'proċessi', 'neċessarji', 'jitħaffu', 'kemm', ""jista'"", 'jkun', 'billi', ',', 'imqar', 'għal', 'mument', 'wieħed', ',', 'ipoġġi', 'lilu', 'nnifsu', 'flok', 'il-', 'milqut', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 19,"['stħarriġ', 'li', 'saru', 'fost', 'il-', 'poplu', ',', 'fosthom', 'minn', 'ġurnali', 'ewle', '\xad', 'nin', ""f'"", 'pajjiżna', ',', 'urew', 'li', 'l-', 'maġġoranza', 'tal-', 'poplu', 'hija', 'kontra', 'ż-', 'żidiet', 'fil-', 'ħlasijiet', 'li', 'jingħataw', 'il-', 'ministri', 'u', 's-', 'segretarji', 'parlamentari', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 8, 3, 5]"
 20,"['kien', 'hemm', 'saħansitra', 'nazzjonalisti', 'magħrufin', 'li', 'ħaduha', 'qatta', 'bla', 'ħabel', 'kontra', 'din', 'id-', 'deċiżjoni', ',', 'fosthom', 'l-', 'eks-', 'teżorier', 'tal-', 'pn', 'peter', 'darmanin', 'li', 'għamel', 'il-', 'kritika', 'tiegħu', 'fuq', 'is-', 'sit', 'soċjali', 'facebook', ',', 'u', 'l-', 'membru', 'parlamentari', 'nazzjonalista', 'jean', '-', 'pierre', 'farrugia', 'li', 'rrinunzja', 'għall-', 'istess', 'onorarja', '.']","[5, 5, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 8, 3, 3, 3, 5, 5, 5, 5, 5, 5]"
 21,"['jistaqsu', 'wkoll', 'jekk', 'għaq', '-', 'diet', 'oħrajn', 'jiġux', 'ttrattati', 'bl-', 'istess', 'kundizzjonijiet', '?']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 22,"['u', 'jistaqsu', 'wkoll', 'li', 'jekk', 'l-', 'mmf', 'trid', 'verament', 'li', 't-', 'trakka', 'permanenti', 'tinbena', 'għall-', 'ġid', 'tal-', 'motorsport', ',', 'għalfejn', ""m'"", 'għandhiex', 'tagħti', 'sehemha', 'mingħajr', 'dewmien', 'u', 'eżitazzjoni', '?']","[5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 23,"['joseph', 'daul', ',', 'il-', 'mexxej', 'tal-', 'partit', 'popolari', 'ewropew', '(', 'ppe', ')', 'ukoll', 'ħeġġeġ', 'biex', 'il-', 'proċess', ""ta'"", 'ratifika', 'jkompli', 'u', ""ta'"", 'l-', 'istess', 'opinjoni', 'kien', 'daniel', 'cohn', '-', 'bendit', ',', 'il-', 'mexxej', 'tal-', 'blokk', 'tal-', 'ħodor', 'fil-', 'parlament', '.']","[8, 3, 5, 5, 5, 5, 0, 7, 7, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 3, 3, 3, 5, 5, 5, 5, 0, 7, 7, 5, 0, 5]"
 24,"['cohn', 'bendit', 'qal', 'li', 't-', 'tmexxija', 'politika', 'irlandiża', 'kienet', 'naqset', 'li', 'tieħu', 'dan', 'it-', 'trattat', 'serjament', 'u', 'bekk', 'il-', 'poplu', 'irlandiż', 'ħass', 'li', 'kien', 'hemm', 'xi', 'ħaġa', 'li', 'qed', 'tinżamm', 'mistura', 'minnu', 'meta', 'dan', 'ma', 'kienx', 'il-', 'każ', '.']","[8, 3, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 25,"['pajjiżi', 'tal-', 'punent', 'għadhom', 'inkwetati', 'dwar', 'il-', 'problemi', 'tat-', 'turkija', '–', 'alleata', 'tan-', 'nato', 'li', 'taqsam', 'fruntiera', 'mas-', 'sirja', 'u', 'l-', 'iraq', '–', 'u', 'bl-', 'aħħar', 'movimenti', 'tal-', 'pulizija', ""f'"", 'istanbul', 'iseħħu', 'l-', 'għada', 'li', 'erdogan', 'qabel', 'li', ""jiltaqa'"", 'mal-', 'kapijiet', 'li', 'qed', 'imexxu', 'd-', 'dimostrazzjonijiet', 'li', 'welldu', 'l-', 'protesti', 'bla', 'rażan', 'kontra', 'l-', 'gvern', 'tul', 'il-', 'pajjiż', 'u', 'li', 'fihom', 'mietu', 'tlett', 'persuni', ',', ""b'"", 'mijiet', 'oħra', 'jindarbu', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 0, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5, 0, 5, 1, 5, 5, 5, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 26,"['sadattant', ',', 'ħafna', 'nies', 'li', 'qegħdin', 'jipprotestaw', ""f'"", 'istanbul', 'huma', 'determinati', 'li', 'l-', 'moviment', 'ma', 'jiqafx', 'hawn', ',', 'bid-', 'dimostranti', 'jakkużaw', 'lil', 'erdogan', 'dwar', 'tmexxija', 'awtoritarja', 'u', ""b'"", 'uħud', 'anki', 'jissuspettaw', 'fih', 'dwar', 'ambizzjonijiet', 'biex', 'jibdel', 'l-', 'istat', 'sekulari', ""ma'"", 'sistema', ""ta'"", 'liġi', 'iżlamika', 'għat-', ""turkija'"", '.']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
 27,"['dawn', 'il-', 'mapep', 'jifformaw', 'parti', 'minn', '“', 'the', 'albert', 'ganado', 'map', 'collection', '”', 'u', 'bid-', 'dettall', 'li', 'fihom', 'huma', 'importanti', 'daqs', 'id-', 'dokumenti', 'li', 'jfakkru', 'l-', 'istorja', 'twila', 'tal-', 'belt', 'kapitali', 'ta’', 'malta', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 4, 5, 1, 5]"
 28,"['din', 'il-', 'wirja', 'tkun', 'miftuħa', 'għall-', 'pubbliku', 'sal-', '10', 'ta’', 'april', 'u', 'se', 'tifforma', 'parti', 'mill-', 'wirja', 'permanenti', 'fil-', 'mużew', 'nazzjonali', 'tal-', 'arti', 'fil-', 'belt', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 4, 4, 4, 5, 1, 5]"
 29,"['iżda', 'fl-', 'aħħar', 'tliet', 'ġimgħat', 'l-', 'użu', 'tal-', 'filmati', 'fuq', 'is-', 'sit', 'naqas', 'għal', 'kollox', 'u', 'l-', 'istejjer', 'qed', 'ikollhom', 'magħhom', 'ritratti', 'biss', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 30,"['franica', 'pulis', 'tintervista', 'lil', 'malcolm', 'galea']","[8, 3, 5, 5, 8, 3]"
 31,"['irrid', 'minn', 'hawnhekk', 'nirringrazzja', 'ħafna', 'lir-', 'rappreżentant', 'tal-', 'partit', 'laburista', 'fl-', 'awstralja', 'charles', 'muscat', ',', 'għall-', 'mod', 'professjonali', 'ħafna', 'li', 'bih', 'ħa', 'ħsieb', 'jorganizza', 'u', 'jikkordina', 'ż-', 'żjara', 'tagħna', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 0, 7, 5, 1, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 32,"['fuq', 'il-', 'bażi', 'taż-', 'żjara', 'tal-', 'ġimgħa', 'li', 'għaddiet', ',', 'il-', 'partit', 'laburista', 'se', ""jibqa'"", 'jaħdem', 'matul', 'iż-', 'żmien', 'li', 'ġej', 'favur', 'it-', 'tiġdid', 'u', 't-', 'tisħiħ', 'tar-', 'relazzjonijiet', 'politiċi', 'u', 'ekonomiċi', 'bejn', 'malta', 'u', 'l-', 'awstralja', 'għall-', 'ġid', 'taż-', 'żewġ', 'pajjiżi', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
 33,"['għal', 'aktar', 'dettalji', 'jew', 'biex', 'tkun', 'taf', 'aktar', 'dwar', 'din', 'l-', 'għaqda', ""tista'"", 'ċċempel', 'fuq', 'in-', 'numri', ':', '7933', '7376', 'jew', '7904', '7831', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 34,"['kunsilli', 'lokali']","[0, 7]"
 35,"['illum', 'it-', 'tnejn', ',', 'fil-', '5.3', 'p', '.', 'm', '.', ',', 'se', 'ssir', 'laqgħa', 'tal-', 'kumitat', 'amministrattiv', 'għal', 'marsalforn', 'fil-', 'bini', 'tal-', 'kunsill', 'lokali', 'taż-', 'żebbuġ', ',', 'waqt', 'li', 'fis-', '6.3', 'p', '.', 'm', '.', 'tibda', 'laqgħa', 'tal-', 'kunsill', 'lokali', 'tal-', 'munxar', ',', 'għawdex', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 0, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 7, 7, 1, 5, 1, 5]"
 36,"[',', 'nifhem', 'aħjar', 'dak', 'li', 'qed', 'isir', ',', 'nagħsar', 'dak', 'li', 'qed', 'isir', 'mill-', 'gvern', ',', 'nipproponi', 'dak', 'li', 'nemmen', 'li', ""jista'"", 'jsir', 'aħjar', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 37,"['il-', 'fatt', 'li', 'jiena', 'issa', 'mort', 'lura', 'nipprattika', ""ta'"", 'avukat', ',', 'u', 'ħafna', 'mix-', 'xogħol', 'tiegħi', 'huwa', 'relatat', 'mal-', 'kamp', 'legali', 'kummerċjali', ',', 'qed', 'jgħinni', 'sabiex', 'inżomm', 'ruħi', 'aġġornat', ""ta'"", 'kuljum', 'mas-', 'settur', 'tal-', 'ekonomija', 'u', 'kummerċ', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 38,"['sal-', 'lum', 'l-', 'affarijiet', 'mhumiex', 'isiru', 'sew', 'u', ""f'"", 'kull', 'gvern', ""jista'"", 'jkun', 'hemm', 'min', 'hu', 'mħassar', 'jew', 'imfissed', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 39,"['qed', 'nipprova', 'niftakar', 'kif', 'kien', 'spiċċa', 'dak', 'it-', 'tifel', 'fil-', 'ktieb', 'li', 'kont', 'qrajt', '!']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 40,"['onor.', 'owen', 'bonnici', ':', 'ninforma', 'lill-', 'onor.', 'interpellant', 'li', 'qed', 'inpoġġi', 'tabella', 'bl-', 'informazzjoni', 'mitluba', 'fuq', 'il-', 'mejda', 'tal-', 'kamra', '.']","[5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 41,"['skrutinju', 'dettaljat', 'tal-', 'kuntratt', 'li', 'sar', ""ma'"", 'henley', 'and', 'partners', 'dwar', 'l-', 'individual', 'investor', 'programme', '(', 'kont', '.', ')', '.']","[5, 5, 5, 5, 5, 5, 5, 0, 7, 7, 5, 5, 2, 6, 6, 5, 5, 5, 5, 5]"
 42,"['l-', 'onor.', 'mario', 'galea', 'staqsa', 'lill-', 'ministru', 'għat-', 'trasport', ',', 'kommunikazzjoni', 'u', 'teknologija', ':', 'possibbli', 'li', ""b'"", 'xi', 'mod', 'tiġi', 'rranġata', 'triq', 'id-', 'dulliegħ', 'fiż-', 'żejtun', 'minħabba', 'li', 'hi', 'kollha', 'tjun', 'u', 'dan', 'minkejja', 'li', 'hi', 'triq', 'ferm', 'abitata', '?']","[5, 5, 8, 3, 5, 5, 5, 5, 0, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 1, 4, 4, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 43,"['onor.', 'michael', 'frendo', ':', 'is-', 'suġġeriment', ""ta'"", 'l-', 'onor.', 'interpellant', 'ġie', 'nnotat', '.']","[5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 44,"['informazzjoni', 'mill-', 'onor', 'michael', 'frendo', ',', 'ministru', ""ta'"", 'l-', 'affarijiet', 'barranin', ',', 'dwar', 'l-', 'immigrazzjoni', 'rregolari', 'fid-', 'dawl', 'tal-', 'laqgħa', 'li', 'saret', ""f'"", 'rabat', ',', 'fil-', 'marokk', 'fl-', '10', 'u', 'l-', '11', ""ta'"", 'lulju', '2006', 'u', 'tal-', 'laqgħa', 'tal-', 'ministri', ""ta'"", 'l-', 'affarijiet', 'barranin', ""ta'"", 'l-', 'unjoni', 'ewropea', 'li', 'saret', 'fi', 'brussels', 'fis-', '17', ""ta'"", 'lulju', '2006', '.']","[5, 5, 5, 8, 3, 5, 5, 5, 5, 0, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 7, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
 45,"['abbozz', ""ta'"", 'ligi', 'dwar', 'ir-', 'reġistru', 'ċentrali', '-', 'abbozz', 'Nru', '16', '-', 'viċi', 'priministru', 'u', 'ministru', 'tal-', 'ġustizzja', 'u', 'l-', 'intern', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 7, 7, 7, 5]"
 46,"['għalkemm', 'għas-', 'sentejn', 'li', 'ġejjin', 'jien', 'se', 'nkun', ""f'"", 'ruma', ',', 'se', ""nerġa'"", 'mmur', 'il-', 'libanu', 'darbtejn', 'fis-', 'sena', ',', 'u', 'sadanittant', 'hemm', 'persuni', 'oħra', 'kollaboraturi', 'li', 'qed', 'ikomplu', 'jieħdu', 'ħsiebhom', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 47,"[""s'"", 'issa', ',', 'l-', 'biċċa', 'l-', 'kbira', 'tax-', 'xogħol', 'isir', 'fit-', 'triq', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 48,"['l-', 'arċisqof', 'pawlu', 'cremona', 'qed', 'iħeġġeġ', 'lill-', 'insara', 'biex', 'jingħaqdu', 'wkoll', 'fit-', 'talb', 'għall-', 'paċi', 'waqt', 'l-', 'adorazzjoni', 'li', 'ssir', 'fil-', 'parroċċi', 'llum', 'il-', 'ħamis', '.']","[5, 5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 49,"['il-', 'knisja', ""f'"", 'malta', 'qed', 'tħeġġeġ', 'ukoll', 'lill-', 'insara', 'biex', ""f'"", 'dawn', 'il-', 'jiem', ',', 'joffru', 't-', 'talba', 'tar-', 'rużarju', 'li', 'tingħad', 'fil-', 'familji', 'u', 'fil-', 'knejjes', ',', 'għal', 'din', 'l-', 'intenzjoni', 'tal-', 'paċi', '.']","[5, 0, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 50,"['l-', 'irlandiża', 'elisabeth', 'lee', ',', 'ġiet', 'it-', 'tieni', 'klassifikata', ""b'"", ""disa'"", 'sekondi', 'iktar', 'tard', 'mill-', 'atleta', 'kenjana', '.']","[5, 2, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5]"
 51,"['kiplagat', 'ċampjin', 'tad-', 'dinja', 'tan-', 'nofs', 'maratona', 'fl-', '2010', ',', 'tejbet', 'il-', 'ħin', 'tagħha', 'stess', 'bi', 'tliet', 'sekondi', '.']","[8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 52,"[""nerġa'"", 'ngħidlek', 'grazzi', ""ta'"", 'dan', 'l-', 'ispazju', 'li', 'tajtni', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 53,"['L-', 'istudenti', ""ta'"", 'l-', 'iskola', 'sekondarja', 'tas-', 'subien', ',', 'fi', 'ħdan', 'il-', 'Kulleġġ', 'San', 'Benedittu', ',', 'flimkien', ""ma'"", 'studenti', 'oħra', 'Maltin', 'ħadu', 'sehem', ""f'"", 'ġemellaġġ', ""ma'"", 'skejjel', 'minn', 'pajjizi', 'differenti', 'fejn', 'bl-', 'użu', ""ta'"", 'l-', 'Ingliż', ',', 'bħala', 'lingwa', 'uffiċjali', 'bejniethom', 'u', 'bl-', 'użu', ""ta'"", 'l-', 'informazzjoni', 'teknoloġika', 'bħala', 'għodda', 'magħżula', 'komuni', ',', 'ħadu', 'sehem', 'ġo', 'forum', 'internazzjonali', 'fuq', 'ir-', 'riżorsa', ""ta'"", 'l-', 'ilma', ',', 'magħrufa', ""b'"", 'dan', 'il-', 'proġett', 'bħala', 'The', 'Blue', 'Gold', '.']","[5, 5, 5, 5, 0, 7, 5, 5, 5, 5, 5, 5, 0, 7, 7, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 6, 6, 5]"
 54,"['Ftiet', 'snin', 'wara', ',', 'fl-', '1818', ',', 'mar', 'fl-', 'Ungerija', ',', 'fejn', 'sar', 'l-', 'għalliem', 'tal-', 'mużika', 'tat-', 'tfal', 'tal-', 'konti', 'Esterházy', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 3, 5]"
